	Acc_Test	Acc_Train
0	56.41137957572937	44.62806582450867
1	59.67143177986145	53.212153911590576
2	61.76377534866333	58.208030462265015
3	63.05333971977234	61.5534782409668
4	64.09703493118286	64.41635489463806
5	64.76678848266602	67.09303855895996
6	65.20841121673584	69.69780325889587
7	65.4163658618927	72.2593903541565
8	65.54047465324402	74.69087839126587
9	65.65938591957092	76.90629959106445
10	65.68952798843384	78.8689911365509
11	65.69485664367676	80.57436347007751
12	65.7127320766449	82.04259872436523
13	65.71439504623413	83.31308364868164
14	65.73683023452759	84.41968560218811
15	65.73029160499573	85.38980484008789
16	65.72607159614563	86.2467885017395
17	65.7120406627655	87.00950145721436
18	65.69244861602783	87.69216537475586
19	65.66238403320312	88.30689787864685
20	65.64071774482727	88.86322379112244
21	65.62715172767639	89.3690824508667
22	65.61373472213745	89.83066082000732
23	65.59206247329712	90.25353789329527
24	65.59591889381409	90.642511844635
25	65.59005975723267	91.0016655921936
26	65.57824611663818	91.33402109146118
27	65.56299328804016	91.64268374443054
28	65.5788242816925	91.93007349967957
29	65.56856632232666	92.19831824302672
30	65.56118726730347	92.44933128356934
31	65.56762456893921	92.68478155136108
32	65.56973457336426	92.90606379508972
33	65.53676724433899	93.11391711235046
34	65.52949547767639	93.30950975418092
35	65.54467678070068	93.4931218624115
36	65.54829478263855	93.6642289161682
37	65.54619669914246	93.81900429725648
38	65.55381417274475	93.95577907562256
39	65.56418538093567	94.08915042877196
